student_id,full_name,age,gender,city,email,group_id,enrollment_date,group_name,course_id,stated_num_students,session_day,session_time,instructor,course_name,category,difficulty_level,duration_weeks,short_description,modules,is_active,score_mean,score_count,max_score_first,total_sessions,attended_sessions,attendance_rate,avg_concept_mastery,min_concept_score,max_concept_score,concepts_passed,total_events,events_forum_post,events_login,events_quiz_attempt,events_resource_download,events_video_watch,total_video_seconds,device_mobile,device_web,0,1,time_spent_minutes,attempts
S0394,Hossam Ibrahim,17,Female,Ismailia,hossam.ibrahim@kayfa-student.io,G06,2025-12-02,Group 06 — C004,C004,56,Saturday,17:00,Dr. Mona Saad,UI/UX Design,Design,Beginner,10,UI/UX Design — hands-on design track at Kayfa.,"[""Design Principles"", ""Wireframing"", ""Color Theory"", ""Prototyping"", ""Usability Testing""]",True,57.154545454545456,11,100,26,18,69.23,55.17083333333333,27.0,84.8,7,63,6,19,7,11,20,10214,27,36,3,3.0,128.0,1.3333333333333333
S0395,Hossam Awad,17,Male,Fayoum,hossam.awad@kayfa-student.io,G01,2025-12-18,Group 01 — C001,C001,52,Thursday,16:00,Eng. Khaled Adel,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,77.2090909090909,11,100,26,21,80.77,76.4375,49.5,100.0,20,47,2,13,11,7,14,8058,21,26,3,1.0,87.0,1.0
S0396,Hana Mansour,22,male,Mansoura,hana.mansour@kayfa-student.io,G04,2025-12-18,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,74.98181818181818,11,100,26,23,88.46,70.32083333333334,38.0,100.0,19,33,1,11,4,3,14,8697,13,20,3,1.0,154.33333333333334,1.6666666666666667
S0397,Mostafa Sultan,21,Female,Mansoura,mostafa.sultan@kayfa-student.io,G04,2025-12-20,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,71.23636363636363,11,100,26,23,88.46,70.99166666666666,34.1,100.0,19,88,5,27,12,13,31,18978,36,52,3,1.0,155.0,1.0
S0398,Mariam Naguib,23,Female,Tanta,mariam.naguib@kayfa-student.io,G04,2025-12-08,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,71.26363636363637,11,100,26,24,92.31,69.32083333333334,23.5,98.4,17,57,5,21,5,11,15,9488,22,35,3,1.0,148.33333333333334,1.6666666666666667
S0399,Rana Mansour,26,Female,Zagazig,rana.mansour@kayfa-student.io,G07,2025-12-10,Group 07 — C005,C005,70,Wednesday,21:00,Eng. Hossam Refaat,Digital Marketing,Business,Beginner,8,Digital Marketing — hands-on business track at Kayfa.,"[""SEO Basics"", ""Content Strategy"", ""Paid Ads"", ""Funnel Analytics""]",True,57.2,11,100,26,19,73.08,62.833333333333336,47.6,85.1,15,70,7,24,11,12,16,7874,25,45,3,3.0,130.66666666666666,1.6666666666666667
S0400,Menna Abdelaziz,17,Female,Zagazig,menna.abdelaziz@kayfa-student.io,G09,2025-12-18,Group 09 — C006,C006,51,Thursday,19:00,Dr. Mona Saad,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,72.2090909090909,11,100,26,16,61.54,68.71666666666667,39.4,87.1,20,60,3,32,5,7,13,8078,22,38,3,0.0,121.66666666666667,1.3333333333333333
S0401,Sara Ibrahim,23,Male,Alexandria,sara.ibrahim@kayfa-student.io,G04,2025-12-08,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,70.94545454545454,11,100,26,22,84.62,65.825,27.8,99.6,15,62,2,23,8,5,24,15049,22,40,3,0.0,89.0,1.6666666666666667
S0402,Marwan ElShafei,28,Female,Tanta,marwan.elshafei@kayfa-student.io,G01,2025-12-06,Group 01 — C001,C001,52,Thursday,16:00,Eng. Khaled Adel,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,80.73636363636363,11,100,26,21,80.77,83.05416666666666,58.4,100.0,22,66,6,25,12,8,15,9577,26,40,3,1.0,136.33333333333334,2.3333333333333335
S0403,Adel AbdelHamid,23,Male,Fayoum,adel.abdelhamid@kayfa-student.io,G03,2025-12-04,Group 03 — C002,C002,67,Sunday,6 PM,Dr. Laila ElBaz,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,78.03636363636363,11,100,26,23,88.46,72.21249999999999,21.0,96.5,20,75,4,27,11,8,25,16070,37,38,3,0.0,104.66666666666667,2.0
S0404,Hana Gamal,30,Female,Fayoum,hana.gamal@kayfa-student.io,G09,2025-12-14,Group 09 — C006,C006,51,Thursday,19:00,Dr. Mona Saad,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,76.99090909090908,11,100,26,25,96.15,74.40416666666667,58.1,92.4,22,65,6,22,9,7,21,13017,29,36,3,1.0,149.0,2.0
S0405,Rana ElSayed,23,Male,Asyut,rana.elsayed@kayfa-student.io,G08,2025-12-04,Group 08 — C006,C006,60,Saturday,17:00,Dr. Laila ElBaz,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,67.32727272727273,11,100,26,22,84.62,67.10000000000001,35.5,83.3,17,56,3,26,9,6,12,6340,25,31,3,2.0,115.33333333333333,2.3333333333333335
S0406,Ziad Refaat,19,Male,Asyut,ziad.refaat@kayfa-student.io,G08,2025-12-04,Group 08 — C006,C006,60,Saturday,17:00,Dr. Laila ElBaz,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,79.48181818181818,11,100,26,21,80.77,77.32916666666667,52.0,100.0,23,65,6,24,6,10,19,11070,31,34,3,2.0,128.0,1.6666666666666667
S0407,Omar Habib,21,Male,Cairo,omar.habib@kayfa-student.io,G01,2025-12-17,Group 01 — C001,C001,52,Thursday,16:00,Eng. Khaled Adel,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,74.87272727272727,11,100,26,22,84.62,75.73333333333333,59.2,90.8,23,57,6,22,7,7,15,8426,21,36,3,3.0,142.0,1.3333333333333333
S0408,Adel Mahmoud,17,Male,Cairo,adel.mahmoud@kayfa-student.io,G07,2025-12-03,Group 07 — C005,C005,70,Wednesday,21:00,Eng. Hossam Refaat,Digital Marketing,Business,Beginner,8,Digital Marketing — hands-on business track at Kayfa.,"[""SEO Basics"", ""Content Strategy"", ""Paid Ads"", ""Funnel Analytics""]",True,65.53636363636363,11,100,26,16,61.54,67.44583333333334,53.2,84.1,19,62,3,24,13,10,12,8412,22,40,3,1.0,94.66666666666667,2.0
S0409,Aya Ibrahim,21,Female,Fayoum,aya.ibrahim@kayfa-student.io,G04,2025-12-11,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,73.17272727272727,11,100,27,22,81.48,75.03333333333333,48.3,98.4,22,62,8,24,9,5,16,11564,28,34,3,1.0,110.0,1.6666666666666667
S0410,Seif Soliman,21,Male,Cairo,seif.soliman@kayfa-student.io,G01,2025-12-01,Group 01 — C001,C001,52,Thursday,16:00,Eng. Khaled Adel,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,67.35454545454546,11,100,26,25,96.15,71.18333333333334,37.8,100.0,20,66,7,26,7,7,19,12824,34,32,3,1.0,152.33333333333334,2.3333333333333335
S0411,Ziad Mansour,22,Male,Asyut,ziad.mansour@kayfa-student.io,G09,2025-12-15,Group 09 — C006,C006,51,Thursday,19:00,Dr. Mona Saad,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,81.79090909090908,11,100,26,24,92.31,85.82083333333333,61.2,100.0,24,62,6,25,6,12,13,9198,20,42,3,1.0,137.66666666666666,1.6666666666666667
S0412,Amr Abdelaziz,19,Male,Asyut,amr.abdelaziz@kayfa-student.io,G07,2025-12-17,Group 07 — C005,C005,70,Wednesday,21:00,Eng. Hossam Refaat,Digital Marketing,Business,Beginner,8,Digital Marketing — hands-on business track at Kayfa.,"[""SEO Basics"", ""Content Strategy"", ""Paid Ads"", ""Funnel Analytics""]",True,65.89090909090909,11,100,26,15,57.69,63.82083333333333,52.1,82.0,16,43,7,9,9,4,14,8714,23,20,3,2.0,132.33333333333334,1.0
S0413,Jana Gamal,20,Female,Tanta,jana.gamal@kayfa-student.io,G03,2025-12-05,Group 03 — C002,C002,67,Sunday,6 PM,Dr. Laila ElBaz,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,66.10909090909091,11,100,26,22,84.62,64.85000000000001,28.6,82.4,18,72,7,18,17,12,18,10023,21,51,3,0.0,150.66666666666666,1.3333333333333333
S0414,Dina ElMasry,19,Male,Mansoura,dina.elmasry@kayfa-student.io,G07,2025-12-02,Group 07 — C005,C005,70,Wednesday,21:00,Eng. Hossam Refaat,Digital Marketing,Business,Beginner,8,Digital Marketing — hands-on business track at Kayfa.,"[""SEO Basics"", ""Content Strategy"", ""Paid Ads"", ""Funnel Analytics""]",True,60.64545454545455,11,100,26,15,57.69,58.09166666666667,36.2,81.3,12,54,4,23,9,4,14,7120,32,22,4,0.0,121.25,1.0
S0415,Khaled Refaat,20,Male,Giza,khaled.refaat@kayfa-student.io,G05,2025-12-14,Group 05 — C003,C003,76,Tuesday,1800,Eng. Khaled Adel,Web Development,Programming,Intermediate,16,Web Development — hands-on programming track at Kayfa.,"[""HTML & Semantics"", ""CSS Layout"", ""JavaScript DOM"", ""HTTP & APIs"", ""Responsive Design""]",True,65.9090909090909,11,100,26,18,69.23,75.04583333333333,49.9,96.7,23,55,1,20,8,6,20,11605,20,35,3,2.0,130.66666666666666,1.0
S0416,Seif Farouk,31,Male,Cairo,seif.farouk@kayfa-student.io,G07,2025-12-08,Group 07 — C005,C005,70,Wednesday,21:00,Eng. Hossam Refaat,Digital Marketing,Business,Beginner,8,Digital Marketing — hands-on business track at Kayfa.,"[""SEO Basics"", ""Content Strategy"", ""Paid Ads"", ""Funnel Analytics""]",True,58.32727272727273,11,100,26,19,73.08,54.708333333333336,31.0,76.0,6,59,7,17,9,4,22,12254,23,36,3,0.0,106.0,1.3333333333333333
S0417,Nada Refaat,20,Female,Port Said,nada.refaat@kayfa-student.io,G03,2025-12-02,Group 03 — C002,C002,67,Sunday,6 PM,Dr. Laila ElBaz,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,80.82727272727273,11,100,26,24,92.31,78.28750000000001,24.2,96.1,23,75,6,23,12,11,23,16328,33,42,3,0.0,110.33333333333333,1.0
S0418,Mahmoud Ramadan,23,Male,Port Said,mahmoud.ramadan@kayfa-student.io,G02,2025-12-18,Group 02 — C001,C001,56,Thursday,18:00,Dr. Mona Saad,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,62.21818181818182,11,100,26,21,80.77,64.51666666666667,40.0,82.4,15,44,1,20,6,7,10,5940,26,18,3,2.0,102.66666666666667,1.0
S0419,Omar Halim,26,Female,Asyut,omar.halim@kayfa-student.io,G08,2025-12-06,Group 08 — C006,C006,60,Saturday,17:00,Dr. Laila ElBaz,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,78.36363636363636,11,100,26,22,84.62,79.55833333333334,50.7,100.0,22,75,5,26,7,12,25,13952,30,45,3,1.0,113.33333333333333,1.6666666666666667
S0420,Yasmin Hassan,26,Male,Port Said,yasmin.hassan@kayfa-student.io,G01,2025-12-04,Group 01 — C001,C001,52,Thursday,16:00,Eng. Khaled Adel,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,69.44545454545454,11,100,26,23,88.46,70.69583333333334,38.0,87.9,20,46,4,16,3,6,17,10444,18,28,3,1.0,105.33333333333333,1.0
S0421,Dina Mahmoud,20,Female,Alexandria,dina.mahmoud@kayfa-student.io,G03,2025-12-16,Group 03 — C002,C002,67,Sunday,6 PM,Dr. Laila ElBaz,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,67.54545454545455,11,100,26,17,65.38,63.775,33.8,78.7,17,60,0,20,13,11,16,10659,25,35,3,2.0,152.0,1.6666666666666667
S0422,Mona Halim,19,Female,Ismailia,mona.halim@kayfa-student.io,G04,2025-12-12,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,63.74545454545455,11,100,26,21,80.77,64.00833333333334,31.8,98.6,15,50,2,21,4,10,13,6901,23,27,3,3.0,80.0,1.3333333333333333
S0423,Khaled Zaki,17,Female,Cairo,khaled.zaki@kayfa-student.io,G03,2025-12-16,Group 03 — C002,C002,67,Sunday,6 PM,Dr. Laila ElBaz,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,68.33636363636364,11,100,26,23,88.46,67.55833333333334,28.2,89.6,17,71,7,30,9,4,21,14392,30,41,3,0.0,113.33333333333333,1.6666666666666667
S0424,Omar Shawky,23,Female,Zagazig,omar.shawky@kayfa-student.io,G02,2025-12-09,Group 02 — C001,C001,56,Thursday,18:00,Dr. Mona Saad,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,56.1,11,100,26,16,61.54,54.05833333333334,31.7,74.1,8,41,0,19,7,3,12,6762,14,27,3,3.0,88.66666666666667,2.0
S0425,Laila Farouk,26,Male,Zagazig,laila.farouk@kayfa-student.io,G01,2025-12-13,Group 01 — C001,C001,52,Thursday,16:00,Eng. Khaled Adel,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,54.85454545454545,11,100,26,20,76.92,50.449999999999996,25.3,76.8,5,49,3,16,9,7,14,7926,20,29,3,3.0,124.33333333333333,2.3333333333333335
S0426,Nada ElSayed,17,Female,Giza,nada.elsayed@kayfa-student.io,G09,2025-12-19,Group 09 — C006,C006,51,Thursday,19:00,Dr. Mona Saad,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,62.26363636363636,11,100,26,22,84.62,58.833333333333336,27.7,94.0,12,52,3,20,6,7,16,7818,22,30,3,1.0,147.66666666666666,1.3333333333333333
S0427,Omar Mahmoud,21,Female,Alexandria,omar.mahmoud@kayfa-student.io,G05,2025-12-16,Group 05 — C003,C003,76,Tuesday,1800,Eng. Khaled Adel,Web Development,Programming,Intermediate,16,Web Development — hands-on programming track at Kayfa.,"[""HTML & Semantics"", ""CSS Layout"", ""JavaScript DOM"", ""HTTP & APIs"", ""Responsive Design""]",True,61.627272727272725,11,100,26,24,92.31,56.99166666666667,41.6,71.8,10,52,3,21,2,5,21,11361,25,27,3,1.0,101.33333333333333,1.3333333333333333
S0428,Ali Sultan,19,Female,Zagazig,ali.sultan@kayfa-student.io,G07,2025-12-15,Group 07 — C005,C005,70,Wednesday,21:00,Eng. Hossam Refaat,Digital Marketing,Business,Beginner,8,Digital Marketing — hands-on business track at Kayfa.,"[""SEO Basics"", ""Content Strategy"", ""Paid Ads"", ""Funnel Analytics""]",True,52.845454545454544,11,100,26,19,73.08,61.487500000000004,36.0,76.5,11,69,3,22,7,13,24,13796,21,48,3,1.0,123.33333333333333,2.0
S0429,Ahmed Mansour,23,Female,Zagazig,ahmed.mansour@kayfa-student.io,G06,2025-12-03,Group 06 — C004,C004,56,Saturday,17:00,Dr. Mona Saad,UI/UX Design,Design,Beginner,10,UI/UX Design — hands-on design track at Kayfa.,"[""Design Principles"", ""Wireframing"", ""Color Theory"", ""Prototyping"", ""Usability Testing""]",True,72.8,11,100,26,20,76.92,75.47500000000001,53.7,100.0,21,50,4,22,6,4,14,8401,24,26,3,3.0,122.33333333333333,1.0
S0430,Khaled ElSayed,17,Female,Fayoum,khaled.elsayed@kayfa-student.io,G05,2025-12-03,Group 05 — C003,C003,76,Tuesday,1800,Eng. Khaled Adel,Web Development,Programming,Intermediate,16,Web Development — hands-on programming track at Kayfa.,"[""HTML & Semantics"", ""CSS Layout"", ""JavaScript DOM"", ""HTTP & APIs"", ""Responsive Design""]",True,55.99090909090909,11,100,26,22,84.62,58.24166666666667,27.7,75.7,11,58,3,21,11,8,15,8249,18,40,3,2.0,123.33333333333333,1.0
S0431,Sara Abdelaziz,24,Male,Giza,sara.abdelaziz@kayfa-student.io,G09,2025-12-12,Group 09 — C006,C006,51,Thursday,19:00,Dr. Mona Saad,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,79.83636363636364,11,100,26,25,96.15,79.47916666666667,50.3,100.0,23,68,3,21,13,10,21,13459,31,37,3,0.0,92.66666666666667,1.3333333333333333
S0432,Fady Darwish,28,Female,Ismailia,fady.darwish@kayfa-student.io,G06,2025-12-12,Group 06 — C004,C004,56,Saturday,17:00,Dr. Mona Saad,UI/UX Design,Design,Beginner,10,UI/UX Design — hands-on design track at Kayfa.,"[""Design Principles"", ""Wireframing"", ""Color Theory"", ""Prototyping"", ""Usability Testing""]",True,60.07272727272727,11,100,26,24,92.31,62.44583333333333,38.1,78.8,15,73,8,30,12,10,13,7260,31,42,3,2.0,163.0,1.6666666666666667
S0433,Mona Kamel,17,Male,Asyut,mona.kamel@kayfa-student.io,G01,2025-12-06,Group 01 — C001,C001,52,Thursday,16:00,Eng. Khaled Adel,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,71.82727272727273,11,100,26,26,100.0,66.1125,38.7,96.2,14,59,6,17,5,11,20,14536,22,37,3,0.0,93.0,3.0
S0434,Tarek Halim,21,Female,Alexandria,tarek.halim@kayfa-student.io,G04,2025-12-12,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,73.18181818181819,11,100,26,24,92.31,72.25,46.2,89.7,22,74,5,29,10,8,22,13781,28,46,3,0.0,101.66666666666667,1.0
S0435,Salma Farouk,20,Male,Giza,salma.farouk@kayfa-student.io,G03,2025-12-06,Group 03 — C002,C002,67,Sunday,6 PM,Dr. Laila ElBaz,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,57.7,11,100,26,21,80.77,58.07083333333333,27.1,81.8,14,54,4,14,8,12,16,9157,20,34,3,3.0,104.33333333333333,1.6666666666666667
S0436,Sara Mansour,19,Female,Giza,sara.mansour@kayfa-student.io,G03,2025-12-09,Group 03 — C002,C002,67,Sunday,6 PM,Dr. Laila ElBaz,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,79.60909090909091,11,100,26,20,76.92,85.3125,55.0,100.0,23,68,3,24,9,13,19,12066,28,40,3,0.0,114.0,1.6666666666666667
S0437,Mariam Sultan,26,Female,Port Said,mariam.sultan@kayfa-student.io,G06,2025-12-06,Group 06 — C004,C004,56,Saturday,17:00,Dr. Mona Saad,UI/UX Design,Design,Beginner,10,UI/UX Design — hands-on design track at Kayfa.,"[""Design Principles"", ""Wireframing"", ""Color Theory"", ""Prototyping"", ""Usability Testing""]",True,79.25454545454545,11,100,26,25,96.15,79.8,54.6,100.0,23,62,4,22,11,9,16,10076,26,36,3,1.0,123.66666666666667,1.6666666666666667
S0438,Hassan Mansour,25,Male,Ismailia,hassan.mansour@kayfa-student.io,G04,2025-12-10,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,69.63636363636364,11,100,26,25,96.15,70.39583333333333,33.1,95.6,20,84,5,35,8,12,24,14951,34,50,3,0.0,122.0,1.6666666666666667
S0439,Mona Awad,21,female,Fayoum,mona.awad@kayfa-student.io,G06,2025-12-17,Group 06 — C004,C004,56,Saturday,17:00,Dr. Mona Saad,UI/UX Design,Design,Beginner,10,UI/UX Design — hands-on design track at Kayfa.,"[""Design Principles"", ""Wireframing"", ""Color Theory"", ""Prototyping"", ""Usability Testing""]",True,82.58181818181818,11,100,26,24,92.31,81.69166666666666,58.7,100.0,23,68,7,26,10,12,13,6984,24,44,3,0.0,98.33333333333333,2.0
S0440,Fady Saad,19,Female,Zagazig,fady.saad@kayfa-student.io,G06,2025-12-09,Group 06 — C004,C004,56,Saturday,17:00,Dr. Mona Saad,UI/UX Design,Design,Beginner,10,UI/UX Design — hands-on design track at Kayfa.,"[""Design Principles"", ""Wireframing"", ""Color Theory"", ""Prototyping"", ""Usability Testing""]",True,65.37272727272727,11,100,26,21,80.77,72.10000000000001,50.0,98.2,21,44,1,15,7,6,15,9238,22,22,3,3.0,141.0,1.3333333333333333
S0441,Amr AbdelHamid,24,Female,Tanta,amr.abdelhamid@kayfa-student.io,G04,2025-12-10,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,66.06363636363636,11,100,26,20,76.92,55.67916666666667,30.0,77.9,10,66,5,21,8,18,14,7779,29,37,3,1.0,91.33333333333333,1.0
S0442,Mariam Shawky,19,Female,Tanta,mariam.shawky@kayfa-student.io,G08,2025-12-20,Group 08 — C006,C006,60,Saturday,17:00,Dr. Laila ElBaz,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,67.75454545454545,11,100,26,20,76.92,64.64583333333333,31.9,90.5,15,59,3,24,8,11,13,6613,25,34,3,2.0,157.0,2.3333333333333335
S0443,Abdelrahman Fathy,19,Male,Asyut,abdelrahman.fathy@kayfa-student.io,G07,2025-12-08,Group 07 — C005,C005,70,Wednesday,21:00,Eng. Hossam Refaat,Digital Marketing,Business,Beginner,8,Digital Marketing — hands-on business track at Kayfa.,"[""SEO Basics"", ""Content Strategy"", ""Paid Ads"", ""Funnel Analytics""]",True,54.1,11,100,26,17,65.38,55.94583333333333,31.5,69.9,8,63,6,15,9,14,19,10208,29,34,3,2.0,153.33333333333334,1.3333333333333333
S0444,Menna ElBaz,20,Male,Fayoum,menna.elbaz@kayfa-student.io,G01,2025-12-20,Group 01 — C001,C001,52,Thursday,16:00,Eng. Khaled Adel,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,74.44545454545454,11,100,26,24,92.31,72.34583333333333,49.7,100.0,17,81,6,27,14,6,28,17051,33,48,3,2.0,157.33333333333334,1.0
